textDisplay,textOriginal,likeCount,publishedAt,updatedAt
マサイ族の動画普通にめちゃくちゃ面白いからぜひ見てほしい。私めっちゃ好きなのに、、,マサイ族の動画普通にめちゃくちゃ面白いからぜひ見てほしい。私めっちゃ好きなのに、、,0,2022-10-18T22:07:33Z,2022-10-18T22:07:33Z
はじめしゃちょーまじわかり易すぎた🤣,はじめしゃちょーまじわかり易すぎた🤣,1,2022-10-18T14:04:48Z,2022-10-18T14:04:48Z
この動画があんまり伸びないのがいっちゃんおもろい,この動画があんまり伸びないのがいっちゃんおもろい,3,2022-10-18T14:14:49Z,2022-10-18T14:14:49Z
何かしらの企画でガードマンとしっかりコラボして欲しいな,何かしらの企画でガードマンとしっかりコラボして欲しいな,0,2022-10-19T01:24:07Z,2022-10-19T01:24:07Z
結構伸びてるけど昔の動画で虫眼鏡で焼肉するやつとハンモックで一回転するやつ好き,結構伸びてるけど昔の動画で虫眼鏡で焼肉するやつとハンモックで一回転するやつ好き,0,2022-10-18T12:58:14Z,2022-10-18T12:58:14Z
てつやがみかんちゃんのTシャツ着てるの好き,てつやがみかんちゃんのTシャツ着てるの好き,0,2022-10-18T13:55:56Z,2022-10-18T13:55:56Z
これを見て その動画を見に行くから結果伸びるんだろうな(*´罒`*),"これを見て その動画を見に行くから
結果伸びるんだろうな(*´罒`*)",0,2022-10-18T19:50:18Z,2022-10-18T19:50:18Z
最初の動画めちゃ記憶が蘇ったなぁ,最初の動画めちゃ記憶が蘇ったなぁ,0,2022-10-18T16:04:57Z,2022-10-18T16:04:57Z
1番ドギツイ最後の動画マジで誰かわからなかったけど、ああ汚物ね（笑）納得したわ,"1番ドギツイ最後の動画マジで誰かわからなかったけど、ああ汚物ね（笑）
納得したわ",2,2022-10-19T23:27:48Z,2022-10-19T23:27:48Z
24時間にらめっこ東海オンエアの中でも屈指の面白さだと思うけど動画長過ぎて見られんのかな,24時間にらめっこ東海オンエアの中でも屈指の面白さだと思うけど動画長過ぎて見られんのかな,1,2022-10-18T13:28:44Z,2022-10-18T13:28:44Z
唐突な美味しいヤミー笑う,唐突な美味しいヤミー笑う,0,2022-10-18T14:57:09Z,2022-10-18T14:57:09Z
動画再現、てつやがより面白くしてる,動画再現、てつやがより面白くしてる,3,2022-10-18T17:15:45Z,2022-10-18T17:15:45Z
サンタvsトナカイ当時みて爆笑した覚えある,サンタvsトナカイ当時みて爆笑した覚えある,0,2022-10-19T12:29:20Z,2022-10-19T12:29:20Z
伸びてない動画がないセラヤTVが最強。,伸びてない動画がないセラヤTVが最強。,1,2022-10-18T13:33:43Z,2022-10-18T13:33:43Z
やっぱりそのYouTuberがやるから面白くなるってあるよね。東海オンエアは東海オンエアの独特の雰囲気があるし、ほかのYouTuberにもその人の雰囲気がある。だからYouTubeはやめられないってばよ,やっぱりそのYouTuberがやるから面白くなるってあるよね。東海オンエアは東海オンエアの独特の雰囲気があるし、ほかのYouTuberにもその人の雰囲気がある。だからYouTubeはやめられないってばよ,1,2022-10-18T12:59:06Z,2022-10-18T12:59:06Z
